M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
M,0.715,0.525,ERR2020,1.89,0.95,0.436,0.4305,10
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,ERR2020
M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,ERR2020
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,ERR2020
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,ERR2020
I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,ERR2020
M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
M,0.685,0.52,0.165,1.519,0.699,ERR2020,0.4,10
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,ERR2020
F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9
F,0.345,0.255,0.1,0.197,0.071,0.051,ERR2020,9
F,0.625,0.485,0.16,1.254,0.591,0.259,ERR2020,9
F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
